Name,Platform,Year_of_Release,Genre,Genre_factor,Publisher,NA_Sales,EU_Sales,JP_Sales,Global_Sales,Critic_Score,Critic_Count,User_Score,User_Count,Developer,Rating,GS_Category
Baldur's Gate: Dark Alliance,PS2,2001,Role-Playing,9,Virgin Interactive,0.61,0.48,0,1.24,87,29,83,90,Snowblind Studios,T,high
Oddworld: Abe's Oddysee,PS,1997,Platform,2,GT Interactive,0.75,0.44,0,1.24,85,10,90,96,Oddworld Inhabitants,T,high
Ridge Racer V,PS2,2000,Action,4,Namco Bandai Games,0.24,0.19,0.75,1.24,78,20,77,6,Namco,E,high
WWE SmackDown vs. Raw 2009,PS2,2008,Fighting,7,THQ,0.69,0,0,1.24,78,9,69,34,Yuke's,T,high
Star Wars Episode III: Revenge of the Sith,XB,2005,Action,4,Activision,0.82,0.38,0,1.24,61,44,81,54,Double Helix Games,T,high
[Prototype],PS3,2009,Action,4,Activision,0.65,0.4,0,1.24,79,53,77,308,Radical Entertainment,M,high
FIFA Street,PS3,2012,Sports,0,Electronic Arts,0.12,0.89,0,1.23,76,36,64,66,EA Sports,E,high
Frogger: The Great Quest,PS2,2001,Platform,2,Konami Digital Entertainment,0.6,0.47,0,1.23,32,6,46,29,Konami,E,high
Madden NFL 17,XOne,2016,Sports,0,Electronic Arts,1.08,0.02,0,1.23,83,30,59,39,EA Sports,E,high
Ninja Gaiden,XB,2004,Action,4,Microsoft Game Studios,0.92,0.2,0.07,1.23,91,89,88,152,Team Ninja,M,high
Crash Bandicoot: The Wrath of Cortex,XB,2002,Platform,2,Universal Interactive,0.59,0.57,0,1.23,70,16,81,19,Traveller's Tales,E,high
Driv3r,PS2,2004,Racing,1,Atari,0.6,0.47,0,1.23,57,51,55,102,Reflections Interactive,M,high
Assassin's Creed: Bloodlines,PSP,2009,Action,4,Ubisoft,0.43,0.47,0.05,1.23,63,38,72,69,Griptonite Games,M,high
LEGO The Lord of the Rings,X360,2012,Action,4,Warner Bros. Interactive Entertainment,0.64,0.49,0,1.23,80,49,85,73,TT Games,E10+,high
Hyrule Warriors,WiiU,2014,Action,4,Nintendo,0.58,0.42,0.13,1.23,76,81,83,662,Omega Force,T,high
Donkey Kong Country 2,GBA,2004,Platform,2,Nintendo,0.79,0.27,0.12,1.23,80,22,91,37,Rare Ltd.,E,high
Guitar Hero: Aerosmith,X360,2008,Misc,3,Activision,1,0.13,0,1.23,70,59,67,48,Neversoft Entertainment,T,high
Need for Speed Carbon,PS3,2006,Racing,1,Electronic Arts,0.49,0.5,0.03,1.23,75,31,73,42,EA Canada,E10+,high
Ben 10: Protector of Earth,Wii,2007,Action,4,D3Publisher,0.54,0.55,0,1.23,63,6,77,9,High Voltage Software,E10+,high
2010 FIFA World Cup South Africa,PS3,2010,Sports,0,Electronic Arts,0.3,0.64,0.07,1.23,82,56,78,57,EA Canada,E,high
Tales of Xillia,PS3,2011,Role-Playing,9,Namco Bandai Games,0.29,0.18,0.67,1.22,78,65,82,468,Bandai Namco Games,T,high
Diddy Kong Racing DS,DS,2007,Racing,1,Nintendo,1.09,0.03,0,1.22,63,39,75,27,Rare Ltd.,E,high
Mario Power Tennis,GC,2004,Sports,0,Nintendo,0.58,0.16,0.46,1.22,80,43,85,48,Camelot Software Planning,E,high
Golden Sun: The Lost Age,GBA,2002,Role-Playing,9,Nintendo,0.61,0.27,0.27,1.22,86,29,95,150,Camelot Software Planning,E,high
Max Payne,XB,2001,Shooter,6,Take-Two Interactive,0.98,0.19,0,1.22,89,24,83,61,neo Software,M,high
NBA 2K2,PS2,2002,Sports,0,Sega,0.59,0.46,0.01,1.22,89,19,78,16,Visual Concepts,E,high
Cars,PS2,2006,Racing,1,THQ,1.01,0.04,0,1.21,71,30,84,12,Rainbow Studios,E,high
Fuzion Frenzy,XB,2001,Misc,3,Microsoft Game Studios,0.93,0.24,0,1.21,70,28,69,16,Blitz Games,E,high
Call of Duty: Finest Hour,XB,2004,Shooter,6,Activision,0.78,0.4,0,1.21,73,55,78,22,Spark Unlimited,T,high
Final Fantasy IV,DS,2007,Simulation,8,Square Enix,0.51,0.04,0.62,1.21,85,52,77,164,Matrix Software,E10+,high
Star Wars: Battlefront II,PSP,2005,Shooter,6,LucasArts,1.05,0.05,0.01,1.21,69,22,85,111,Savage Entertainment,T,high
Super Street Fighter IV: 3D Edition,3DS,2011,Fighting,7,Capcom,0.55,0.44,0.14,1.21,85,69,81,206,Capcom,T,high
Sly Cooper and the Thievius Raccoonus,PS2,2002,Platform,2,Sony Computer Entertainment,1.03,0.14,0,1.21,86,41,86,184,Sucker Punch,E,high
WWE 2K16,PS4,2015,Sports,0,Take-Two Interactive,0.41,0.6,0,1.21,73,47,74,237,Yuke's,T,high
Dino Crisis 2,PS,2000,Action,4,Virgin Interactive,0.34,0.49,0.28,1.21,86,13,90,91,Capcom,M,high
Need for Speed Underground,GC,2003,Racing,1,Electronic Arts,0.69,0.48,0.01,1.21,83,24,90,45,Electronic Arts,E,high
Naruto Shippuden: Ultimate Ninja Storm 2,PS3,2010,Fighting,7,Namco Bandai Games,0.42,0.46,0.15,1.21,76,34,83,130,CyberConnect2,T,high
Medal of Honor: Airborne,PS3,2007,Shooter,6,Electronic Arts,0.25,0.69,0.03,1.21,75,16,76,39,Electronic Arts,T,high
Battlefield: Hardline,XOne,2015,Shooter,6,Electronic Arts,0.72,0.37,0.01,1.21,71,27,51,299,Visceral Games,M,high
Bayonetta,PS3,2009,Action,4,Sega,0.44,0.39,0.21,1.21,87,54,77,355,Nex Entertainment,M,high
Boom Blox,Wii,2008,Puzzle,5,Electronic Arts,0.71,0.38,0,1.21,85,61,86,105,EA LA,E,high
The Lord of the Rings: The Fellowship of the Ring,PS2,2002,Action,4,Black Label Games,0.59,0.46,0,1.2,59,19,51,20,Surreal Software,T,high
The Sims 2: Castaway,Wii,2007,Simulation,8,Electronic Arts,0.44,0.63,0,1.2,73,19,82,10,Maxis,T,high
ATV Offroad Fury 3,PS2,2004,Racing,1,SouthPeak Games,1,0.04,0,1.2,78,37,84,16,Climax Group,E,high
F1 2011,PS3,2011,Racing,1,Codemasters,0.12,0.74,0.11,1.2,82,36,71,55,Codemasters,E,high
Pikmin 2,GC,2004,Strategy,11,Nintendo,0.48,0.13,0.56,1.2,90,54,91,137,Nintendo,E,high
Enter the Matrix,XB,2003,Action,4,Atari,0.72,0.43,0.01,1.2,65,33,71,75,Shiny Entertainment,T,high
Cars,PSP,2006,Racing,1,THQ,0.72,0.28,0,1.2,70,17,70,4,Locomotive Games,E,high
NHL 2002,PS2,2001,Sports,0,Electronic Arts,0.59,0.46,0,1.2,92,22,85,26,EA Sports,E,high
FIFA Soccer 11,PSP,2010,Sports,0,Electronic Arts,0.13,0.69,0.01,1.2,68,6,54,9,EA Sports,E,high
The Simpsons: Road Rage,GBA,2003,Racing,1,THQ,0.86,0.32,0,1.19,55,14,68,9,Altron,E,high
LEGO Batman 2: DC Super Heroes,PS3,2012,Action,4,Warner Bros. Interactive Entertainment,0.5,0.5,0,1.19,81,28,75,81,Traveller's Tales,E10+,high
Captain Toad: Treasure Tracker,WiiU,2014,Puzzle,5,Nintendo,0.53,0.38,0.19,1.19,81,78,86,377,Nintendo EAD Tokyo,E,high
SpongeBob SquarePants: Revenge of the Flying Dutchman,GBA,2002,Platform,2,THQ,0.92,0.23,0,1.19,71,4,77,7,Vicarious Visions,E,high
Pro Evolution Soccer 2008,Wii,2008,Sports,0,Konami Digital Entertainment,0.09,0.84,0.11,1.19,83,19,84,43,Konami,E,high
Destiny: The Taken King,XOne,2015,Shooter,6,Activision,0.85,0.23,0,1.19,89,11,52,393,"Bungie Software, Bungie",T,high
Scarface: The World is Yours,PS2,2006,Action,4,Vivendi Games,0.99,0.04,0,1.19,75,46,86,113,Radical Entertainment,M,high
WWE SmackDown vs Raw 2008,PSP,2007,Fighting,7,THQ,0.45,0.47,0,1.19,68,11,78,15,Yuke's,T,high
Spider-Man: The Movie,GC,2002,Action,4,Activision,0.86,0.27,0.01,1.19,76,14,73,11,Treyarch,E,high
Mario vs. Donkey Kong 2: March of the Minis,DS,2006,Puzzle,5,Nintendo,0.73,0.03,0.36,1.19,76,32,79,17,"Nintendo, Nintendo Software Technology",E,high
Metal Gear Solid: Portable Ops,PSP,2006,Action,4,Konami Digital Entertainment,0.38,0.35,0.38,1.18,87,54,82,147,Kojima Productions,M,high
Injustice: Gods Among Us,PS3,2013,Fighting,7,Warner Bros. Interactive Entertainment,0.48,0.5,0.01,1.18,78,37,79,282,NetherRealm Studios,T,high
Shenmue,DC,1999,Adventure,10,Sega,0.52,0.24,0.38,1.18,88,9,94,201,Sega AM2,T,high
Just Dance 4,X360,2012,Misc,3,Ubisoft,0.9,0.19,0,1.18,77,23,77,36,Ubisoft,E10+,high
Tony Hawk's Pro Skater 2,GBA,2001,Sports,0,Activision,0.85,0.31,0,1.18,95,16,75,22,Vicarious Visions,E,high
One Piece: Pirate Warriors,PS3,2012,Action,4,Namco Bandai Games,0.01,0.23,0.86,1.18,64,33,65,55,"Omega Force, Tecmo Koei Games",T,high
Gun,PS2,2005,Shooter,6,Activision,0.98,0.04,0,1.17,77,43,87,70,Neversoft Entertainment,M,high
Ty the Tasmanian Tiger,PS2,2002,Platform,2,Electronic Arts,0.57,0.45,0,1.17,70,14,88,60,Krome Studios,E,high
Resident Evil: Operation Raccoon City,PS3,2012,Action,4,Capcom,0.48,0.24,0.36,1.17,52,36,49,222,Slant Six,M,high
LEGO Indiana Jones: The Original Adventures,PSP,2008,Action,4,LucasArts,0.4,0.48,0,1.17,76,8,76,11,Traveller's Tales,E10+,high
PokéPark Wii: Pikachu's Adventure,Wii,2009,Adventure,10,Nintendo,0.53,0.16,0.42,1.17,62,22,72,36,Creatures Inc.,E,high
WWE '12,PS3,2011,Fighting,7,THQ,0.53,0.45,0.02,1.17,72,28,69,80,Yuke's,T,high
Cabela's Dangerous Hunts,PS2,2003,Sports,0,Zoo Digital Publishing,0.57,0.45,0,1.17,57,4,84,37,Sand Grain Studios,T,high
Grand Theft Auto V,PC,2015,Action,4,Take-Two Interactive,0.39,0.69,0,1.17,96,57,79,3756,Rockstar North,M,high
Fallout: New Vegas,PC,2010,Role-Playing,9,Bethesda Softworks,0.59,0.45,0,1.17,84,39,86,2754,Obsidian Entertainment,M,high
WWE SmackDown vs. Raw 2010,PS3,2009,Fighting,7,THQ,0.48,0.48,0.01,1.17,81,38,81,55,Yuke's,T,high
Medal of Honor: Rising Sun,XB,2003,Shooter,6,Electronic Arts,0.76,0.36,0,1.17,65,23,58,28,EA LA,T,high
Army of Two,PS3,2008,Shooter,6,Electronic Arts,0.74,0.26,0.02,1.17,74,43,73,118,EA Montreal,M,high
Spore,PC,2008,Strategy,11,Electronic Arts,0.03,1.06,0,1.17,84,75,53,1711,Maxis,E10+,high
Mario vs. Donkey Kong,GBA,2004,Puzzle,5,Nintendo,0.68,0.25,0.21,1.17,81,43,80,31,Nintendo,E,high
LEGO Star Wars III: The Clone Wars,PS3,2011,Action,4,LucasArts,0.52,0.46,0,1.16,76,36,73,34,Traveller's Tales,E10+,high
Midnight Club 3: DUB Edition Remix,PS2,2006,Racing,1,Take-Two Interactive,0.97,0.04,0,1.16,85,19,89,53,Rockstar San Diego,E10+,high
Tom Clancy's Ghost Recon: Jungle Storm,PS2,2004,Shooter,6,Ubisoft,0.57,0.44,0,1.16,70,31,63,24,Red Storm Entertainment,T,high
Bushido Blade,PS,1997,Fighting,7,Sony Computer Entertainment,0.39,0.27,0.43,1.16,83,13,79,16,Light Weight,T,high
Mirror's Edge,X360,2008,Platform,2,Electronic Arts,0.51,0.51,0.01,1.16,79,82,76,328,EA DICE,T,high
Sonic the Hedgehog,PS3,2006,Platform,2,Sega,0.41,0.06,0.04,1.16,43,17,41,176,Sonic Team,E10+,high
NASCAR Thunder 2002,PS2,2001,Racing,1,Electronic Arts,0.57,0.44,0,1.16,85,17,85,22,EA Sports,E,high
Your Shape: Fitness Evolved 2012,X360,2011,Sports,0,Ubisoft,0.7,0.36,0,1.16,77,13,76,21,Ubisoft,E,high
FIFA 14,XOne,2013,Sports,0,Electronic Arts,0.41,0.66,0,1.16,88,22,58,328,EA Canada,E,high
Final Fantasy Tactics: The War of the Lions,PSP,2007,Role-Playing,9,Square Enix,0.45,0.24,0.3,1.16,88,41,80,238,TOSE,T,high
Sniper: Ghost Warrior,X360,2010,Shooter,6,City Interactive,0.54,0.5,0,1.16,45,39,58,89,City Interactive,M,high
Sonic Rush Adventure,DS,2007,Platform,2,Sega,0.53,0.48,0.01,1.15,78,32,82,66,Dimps Corporation,E,high
Worldwide Soccer Manager 2009,PC,2008,Simulation,8,Sega,0,1.14,0,1.15,83,29,81,30,Sports Interactive,E,high
Gauntlet: Dark Legacy,PS2,2001,Action,4,Midway Games,0.56,0.44,0,1.15,73,15,83,30,Midway,T,high
Medal of Honor Heroes 2,PSP,2007,Shooter,6,Electronic Arts,0.5,0.39,0.02,1.15,69,20,73,30,EA LA,T,high
Bad Boys: Miami Takedown,PS2,2004,Shooter,6,Empire Interactive,0.56,0.44,0,1.15,43,5,34,13,Blitz Games,M,high
Medal of Honor: Warfighter,X360,2012,Action,4,Electronic Arts,0.59,0.45,0.01,1.15,53,43,54,437,Danger Close,M,high
FIFA Soccer 10,PSP,2009,Sports,0,Electronic Arts,0.15,0.67,0.01,1.15,83,9,79,14,EA Sports,E,high
Donkey Konga,GC,2003,Misc,3,Nintendo,0.5,0.16,0.46,1.15,76,55,83,21,Namco,E,high
Call of Duty 4: Modern Warfare,PC,2007,Shooter,6,Activision,0,1.12,0,1.15,92,40,85,2360,Infinity Ward,M,high
Tak and the Power of Juju,PS2,2003,Platform,2,THQ,0.56,0.44,0,1.15,68,28,90,28,Avalanche Software,E,high
WWE 2K15,PS4,2014,Sports,0,Take-Two Interactive,0.39,0.57,0,1.15,62,44,51,164,Yuke's,T,high
Tenchu: Wrath of Heaven,PS2,2003,Action,4,Activision,0.44,0.34,0.25,1.14,79,33,84,38,K2 LLC,M,high
Shadow of the Colossus,PS2,2005,Action,4,Sony Computer Entertainment,0.78,0.03,0.2,1.14,91,77,91,933,SCE Japan Studio,T,high
Brave Fencer Musashi,PS,1998,Role-Playing,9,SquareSoft,0.25,0.17,0.65,1.14,81,12,85,17,SquareSoft,E,high
Ninja Gaiden Sigma,PS3,2007,Action,4,Eidos Interactive,0.57,0.32,0.09,1.14,88,46,75,155,Team Ninja,M,high
WWE 2K14,PS3,2013,Sports,0,Take-Two Interactive,0.49,0.46,0,1.14,74,22,75,121,Yuke's,T,high
Pokemon Rumble Blast,3DS,2011,Action,4,Nintendo,0.47,0.26,0.35,1.14,56,36,71,50,Ambrella,E10+,high
007: Quantum of Solace,PS3,2008,Action,4,Activision,0.43,0.51,0.02,1.14,65,42,66,47,Treyarch,T,high
Dance Dance Revolution Extreme 2,PS2,2005,Simulation,8,Konami Digital Entertainment,0.95,0.04,0,1.14,76,27,90,21,Konami Computer Entertainment Hawaii,E10+,high
The Lord of the Rings: The Return of the King,XB,2003,Action,4,Electronic Arts,0.71,0.38,0,1.14,84,31,91,31,EA Games,T,high
Hot Shots Golf: Out of Bounds,PS3,2007,Sports,0,Sony Computer Entertainment,0.31,0.03,0.76,1.14,81,66,88,32,Clap Hanz,E,high
Sunset Overdrive,XOne,2014,Shooter,6,Microsoft Game Studios,0.63,0.4,0,1.14,81,89,77,1137,Insomniac Games,M,high
Mobile Suit Gundam: Federation vs. Zeon,PS2,2001,Simulation,8,Atari,0.12,0.1,0.88,1.14,73,15,88,32,Capcom,T,high
Naruto Shippuden: Ultimate Ninja Storm 4,PS4,2016,Fighting,7,Namco Bandai Games,0.41,0.45,0.11,1.14,79,60,82,201,CyberConnect2,T,high
MechAssault,XB,2002,Simulation,8,Microsoft Game Studios,1.01,0.1,0,1.13,87,32,80,47,Day 1 Studios,T,high
Cars,GBA,2006,Racing,1,THQ,0.81,0.3,0,1.13,50,8,47,6,Helixe,E,high
Watch Dogs 2,PS4,2016,Action,4,Ubisoft,0.37,0.58,0,1.13,83,88,78,621,Ubisoft Montreal,M,high
LEGO Star Wars III: The Clone Wars,3DS,2011,Action,4,LucasArts,0.61,0.43,0,1.13,67,25,61,31,Traveller's Tales,E10+,high
Tom Clancy's Rainbow Six 3: Black Arrow,XB,2004,Shooter,6,Ubisoft,0.99,0.12,0,1.13,84,55,86,14,Ubisoft Montreal,M,high
Mirror's Edge,PS3,2008,Platform,2,Electronic Arts,0.31,0.58,0.02,1.13,79,66,78,362,EA DICE,T,high
Guitar Hero 5,X360,2009,Misc,3,Activision,0.65,0.37,0,1.13,85,69,68,108,Neversoft Entertainment,T,high
Alien: Isolation,PS4,2014,Shooter,6,Sega,0.34,0.57,0.04,1.13,79,50,81,795,Creative Assembly,M,high
Fantasy Life,3DS,2012,Role-Playing,9,Nintendo,0.33,0.37,0.37,1.13,73,51,86,209,"Level 5, Brownie Brown",E10+,high
SingStar,PS3,2007,Misc,3,Sony Computer Entertainment,0.45,0.56,0,1.13,82,48,59,15,SCEE London Studio,T,high
The Legend of Zelda: Tri Force Heroes,3DS,2015,Action,4,Nintendo,0.53,0.33,0.17,1.12,73,73,76,179,Nintendo,E,high
Supercar Street Challenge,PS2,2001,Racing,1,Activision,0.55,0.43,0,1.12,57,15,76,9,Exakt,E,high
Rabbids Go Home,Wii,2009,Platform,2,Ubisoft,0.25,0.74,0,1.12,78,50,83,32,Ubisoft Montpellier,E10+,high
ModNation Racers,PS3,2010,Racing,1,Sony Computer Entertainment,0.5,0.4,0.06,1.12,82,85,84,201,United Front Games,E,high
SOCOM: U.S. Navy SEALs Fireteam Bravo,PSP,2005,Shooter,6,Sony Computer Entertainment,1.03,0,0.01,1.12,82,44,86,63,Zipper Interactive,M,high
Rocksmith,PS3,2011,Misc,3,Ubisoft,0.53,0.36,0.09,1.12,80,27,83,52,Ubisoft,T,high
Call Of Duty 2: Big Red One,XB,2005,Shooter,6,Activision,0.66,0.4,0,1.12,78,46,51,27,Treyarch,T,high
Rocksmith,X360,2011,Misc,3,Ubisoft,0.84,0.19,0.01,1.12,77,30,82,62,Ubisoft,T,high
Guitar Hero 5,PS2,2009,Misc,3,Activision,0.28,0.3,0,1.12,71,4,26,10,BudCat,T,high
Worldwide Soccer Manager 2008,PC,2007,Sports,0,Russel,0,1.12,0,1.12,86,15,80,19,Sports Interactive,E,high
Yakuza 3,PS3,2009,Action,4,Sega,0.21,0.2,0.62,1.12,79,77,81,165,Ryu ga Gotoku Studios,M,high
Persona 4: Golden,PSV,2012,Role-Playing,9,Atlus,0.36,0.23,0.38,1.12,93,61,92,1228,Atlus,M,high
Spider-Man 2,XB,2004,Action,4,Activision,0.82,0.26,0,1.12,83,60,83,40,Treyarch,T,high
Crackdown 2,X360,2010,Shooter,6,Microsoft Game Studios,0.63,0.36,0.02,1.12,70,91,60,202,Ruffian Games,M,high
The Beatles: Rock Band,PS3,2009,Misc,3,MTV Games,0.67,0.29,0,1.12,88,60,87,59,Harmonix Music Systems,T,high
Dragon Age II,X360,2011,Action,4,Electronic Arts,0.72,0.29,0.01,1.11,79,75,45,2380,BioWare,M,high
Counter-Strike,XB,2003,Shooter,6,Microsoft Game Studios,0.85,0.23,0,1.11,74,38,76,51,Valve Software,M,high
Guitar Hero Encore: Rocks The 80s,PS2,2007,Misc,3,RedOctane,0.92,0.04,0,1.11,69,50,63,31,Harmonix Music Systems,T,high
Fight Night Champion,PS3,2011,Fighting,7,Electronic Arts,0.45,0.49,0,1.11,84,52,73,95,EA Canada,M,high
Tom Clancy's Splinter Cell: Chaos Theory,XB,2005,Action,4,Ubisoft,0.68,0.38,0,1.11,94,70,90,160,Ubisoft Montreal,M,high
Pikmin 3,WiiU,2013,Strategy,11,Nintendo,0.44,0.32,0.29,1.11,87,79,87,664,Nintendo,E10+,high
WWE 2K14,X360,2013,Sports,0,Take-Two Interactive,0.64,0.37,0,1.11,75,43,77,100,Yuke's,T,high
Dragon Ball: XenoVerse,PS4,2015,Fighting,7,Namco Bandai Games,0.3,0.52,0.12,1.11,69,50,77,598,Dimps Corporation,T,high
Castlevania: Lords of Shadow,PS3,2010,Action,4,Konami Digital Entertainment,0.5,0.35,0.1,1.1,85,62,80,468,Mercury Steam,M,high
Plants vs. Zombies,DS,2011,Strategy,11,Mastertronic,0.9,0.12,0,1.1,81,23,74,29,TOSE,E10+,high
Tales of Symphonia,GC,2003,Role-Playing,9,Nintendo,0.54,0.21,0.31,1.1,86,60,85,176,Namco,T,high
LEGO City Undercover,WiiU,2013,Platform,2,Nintendo,0.47,0.42,0.13,1.1,80,66,82,283,TT Games,E10+,high
Need for Speed: ProStreet,Wii,2007,Racing,1,Electronic Arts,0.53,0.45,0,1.1,61,16,69,14,EA Games,E10+,high
GRID,PS3,2008,Racing,1,Codemasters,0.31,0.56,0.03,1.1,87,39,81,109,Codemasters,E,high
Medal of Honor: Airborne,X360,2007,Shooter,6,Electronic Arts,0.45,0.52,0.01,1.1,73,54,67,77,Electronic Arts,T,high
Star Ocean: The Second Story,PS,1998,Role-Playing,9,Sony Computer Entertainment,0.26,0.1,0.72,1.1,80,13,85,44,Tri-Ace,E,high
NCAA Football 14,X360,2013,Sports,0,Electronic Arts,1.01,0,0,1.09,77,18,58,74,EA Tiburon,E,high
Yakuza 2,PS2,2006,Adventure,10,Sega,0.05,0.04,0.84,1.09,77,34,81,52,Amusement Vision,M,high
Guitar Hero 5,PS3,2009,Misc,3,Activision,0.53,0.39,0,1.09,86,54,57,87,Neversoft Entertainment,T,high
Dragon Ball Z: The Legacy of Goku II,GBA,2003,Role-Playing,9,Atari,0.78,0.29,0,1.09,75,21,89,39,Webfoot Technologies,E,high
NERF N-Strike,Wii,2008,Shooter,6,Electronic Arts,0.91,0.09,0,1.09,66,13,44,7,"EA Redwood Shores, EA Salt Lake",E10+,high
NFL 2K1,DC,2000,Sports,0,Sega,1.02,0.05,0,1.09,97,22,60,47,Visual Concepts,E,high
Untold Legends: Brotherhood of the Blade,PSP,2005,Role-Playing,9,Activision,0.54,0.33,0.01,1.09,68,51,76,58,Sony Online Entertainment,T,high
Project CARS,PS4,2015,Racing,1,Slightly Mad Studios,0.2,0.7,0.02,1.09,83,37,66,363,Slightly Mad Studios,E,high
Madden NFL 2004,XB,2003,Sports,0,Electronic Arts,1.02,0.02,0,1.09,92,27,83,48,EA Tiburon,E,high
Sonic and the Black Knight,Wii,2009,Platform,2,Sega,0.64,0.34,0.01,1.09,54,51,69,198,Sonic Team,E10+,high
The Godfather,PS2,2006,Action,4,Electronic Arts,0.89,0.03,0.01,1.09,75,56,83,99,Electronic Arts,M,high
Sonic Free Riders,X360,2010,Racing,1,Sega,0.74,0.25,0,1.09,47,52,21,98,Sega,E,high
Star Wars: Bounty Hunter,PS2,2002,Shooter,6,LucasArts,0.53,0.42,0,1.09,65,32,83,33,LucasArts,T,high
WWE SmackDown vs. Raw 2011,PS3,2010,Fighting,7,THQ,0.44,0.46,0.01,1.09,74,42,69,41,Yuke's,T,high
NCAA Football 13,X360,2012,Action,4,Electronic Arts,1.02,0,0,1.09,76,20,55,65,EA Tiburon,E,high
Skate 2,X360,2009,Sports,0,Electronic Arts,0.82,0.17,0.01,1.09,84,70,80,72,EA Black Box,T,high
NASCAR Thunder 2004,PS2,2003,Racing,1,Electronic Arts,0.53,0.41,0,1.08,88,15,89,77,EA Tiburon,E,high
Namco Museum Battle Collection,PSP,2005,Misc,3,Sony Computer Entertainment,0.75,0.18,0,1.08,73,28,72,9,TOSE,E10+,high
Empire: Total War,PC,2009,Strategy,11,Sega,0.01,0.97,0,1.08,90,62,69,2981,Creative Assembly,T,high
Virtua Fighter 5,PS3,2007,Fighting,7,Sega,0.29,0.51,0.08,1.08,85,47,74,67,Sega AM2,T,high
Dante's Inferno,PS3,2010,Action,4,Electronic Arts,0.64,0.28,0.04,1.08,75,69,75,265,Visceral Games,M,high
Tom Clancy's Ghost Recon 2,PS2,2004,Shooter,6,Ubisoft,0.64,0.34,0,1.08,58,21,60,19,Ubisoft Shanghai/Paris,T,high
Forza Horizon 3,XOne,2016,Racing,1,Microsoft Game Studios,0.42,0.58,0,1.08,91,90,74,594,Playground Games,E,high
Star Wars: The Force Unleashed,PSP,2008,Action,4,LucasArts,0.43,0.4,0,1.08,70,10,81,49,Krome Studios,T,high
Dragon Ball Z: Taiketsu,GBA,2003,Fighting,7,Atari,0.77,0.29,0,1.08,40,23,61,22,Webfoot Technologies,T,high
Star Fox: Assault,GC,2005,Shooter,6,Nintendo,0.68,0.18,0.19,1.08,67,59,81,106,Namco,T,high
Plants vs. Zombies: Garden Warfare,X360,2014,Shooter,6,Electronic Arts,0.51,0.47,0,1.08,69,6,73,121,PopCap,E10+,high
The Simpsons Game,PSP,2007,Action,4,Electronic Arts,0.24,0.54,0,1.07,59,7,67,15,"Electronic Arts, Rebellion",T,high
LEGO Star Wars II: The Original Trilogy,DS,2006,Action,4,LucasArts,0.96,0.03,0,1.07,47,9,50,38,Amaze Entertainment,E,high
Call of Duty 3,PS2,2006,Shooter,6,Activision,0.89,0.03,0,1.07,82,14,74,83,Treyarch,T,high
FIFA Soccer 11,Wii,2010,Sports,0,Electronic Arts,0.26,0.69,0,1.07,73,17,73,8,EA Sports,E,high
Prince of Persia,PS3,2008,Action,4,Ubisoft,0.47,0.4,0.03,1.07,85,59,73,245,Ubisoft Montreal,T,high
Tomb Raider: Underworld,X360,2008,Action,4,Eidos Interactive,0.53,0.42,0.01,1.07,76,57,66,198,Crystal Dynamics,T,high
Pro Evolution Soccer 2008,X360,2007,Sports,0,Konami Digital Entertainment,0.08,0.9,0.04,1.07,76,29,78,36,Konami,E,high
SoulCalibur III,PS2,2005,Fighting,7,Namco Bandai Games,0.74,0.15,0.13,1.07,86,57,84,96,Namco,T,high
Tiger Woods PGA Tour 10,Wii,2009,Sports,0,Electronic Arts,0.6,0.36,0,1.07,88,44,88,57,EA Tiburon,E,high
World Tour Soccer,PSP,2005,Sports,0,Sony Computer Entertainment,0.1,0.63,0,1.07,70,31,56,5,SCEE,E,high
Naruto: Ultimate Ninja Storm,PS3,2008,Fighting,7,Namco Bandai Games,0.49,0.34,0.09,1.07,75,32,86,95,CyberConnect2,T,high
Lightning Returns: Final Fantasy XIII,PS3,2013,Role-Playing,9,Square Enix,0.31,0.2,0.45,1.07,66,62,59,552,Square Enix,T,high
Mortal Kombat: Armageddon,PS2,2006,Fighting,7,Midway Games,0.88,0.04,0,1.06,75,43,85,84,Midway,M,high
Freekstyle,PS2,2002,Racing,1,Electronic Arts,0.52,0.41,0,1.06,81,25,73,14,Page 44 Studios,E,high
Grand Theft Auto: Chinatown Wars,PSP,2009,Action,4,Take-Two Interactive,0.28,0.49,0.03,1.06,90,77,73,146,Rockstar Leeds,M,high
Spore Creatures,DS,2008,Simulation,8,Electronic Arts,0.66,0.3,0,1.06,65,20,65,21,Griptonite Games,E,high
The Orange Box,PS3,2007,Shooter,6,Electronic Arts,0.28,0.58,0,1.06,89,21,84,188,EA Games,M,high
DJ Hero,X360,2009,Misc,3,Activision,0.56,0.39,0,1.06,84,72,80,42,FreeStyleGames,T,high
Bully: Scholarship Edition,X360,2008,Action,4,Take-Two Interactive,0.53,0.4,0.03,1.06,80,56,83,154,"Mad Doc Software, Rockstar Vancouver",T,high
NBA Street V3,PS2,2005,Sports,0,Electronic Arts,0.52,0.41,0,1.06,89,36,87,37,EA Canada,E,high
Hulk,PS2,2003,Action,4,Universal Interactive,0.52,0.41,0,1.06,71,28,83,22,Radical Entertainment,T,high
Overwatch,XOne,2016,Shooter,6,Activision,0.63,0.33,0,1.06,91,18,56,668,Blizzard Entertainment,T,high
